2,2,1688140800,7248031
344,289,1688140802,7535223
189,371,1688140803,1427244
502,465,1688140804,4555912
870,413,1688140805,6011002
806,523,1688140806,5713199
532,410,1688140807,3514368
10,960,1688140808,3089319
407,386,1688140809,6125819
308,482,1688140810,1792330
914,985,1688140811,5474843
321,197,1688140812,2742955
1002,109,1688140813,8312203
90,977,1688140814,9654758
269,761,1688140815,3786905
911,617,1688140816,2845964
239,373,1688140817,7734714
803,473,1688140818,9878023
584,257,1688140819,4503548
346,545,1688140820,1646012
197,905,1688140821,8185115
383,457,1688140822,3585181
89,915,1688140823,8981512
232,359,1688140824,3269798
206,399,1688140825,5181726
719,644,1688140826,4439289
903,774,1688140827,7641620
618,446,1688140828,8685815
452,157,1688140829,9521267
1020,246,1688140830,3598475
70,165,1688140831,1639872
157,466,1688140832,4855798
916,385,1688140833,5941412
520,301,1688140834,3959470
973,896,1688140835,1936320
437,501,1688140836,6010168
493,315,1688140837,6422569
25,580,1688140838,2647824
186,566,1688140839,4383973
61,262,1688140840,6810786
315,856,1688140841,5125903
380,626,1688140842,9821437
679,81,1688140843,5411054
200,159,1688140844,5314896
553,80,1688140845,1234000
298,17,1688140846,9710745
717,536,1688140847,8942992
824,837,1688140848,8144013
69,635,1688140849,5573957
653,992,1688140850,9955118
817,696,1688140851,1708092
586,10,1688140852,8724826
877,166,1688140853,2097996
773,1000,1688140854,9988400
460,143,1688140855,5817911
899,230,1688140856,5858939
825,495,1688140857,7254597
787,263,1688140858,1668629
78,340,1688140859,2171248
242,902,1688140860,2383640
913,812,1688140861,1513953
271,1009,1688140862,7051865
790,319,1688140863,7434323
205,208,1688140864,5563653
321,126,1688140865,8801402
618,66,1688140866,1685503
674,873,1688140867,9811249
313,766,1688140868,1337283
985,818,1688140869,5777421
78,264,1688140870,9779788
259,957,1688140871,6696390
290,254,1688140872,4699243
969,800,1688140873,3497934
47,632,1688140874,1578110
483,675,1688140875,5218346
1022,387,1688140876,5602606
538,940,1688140877,7964203
284,7,1688140878,9284578
432,25,1688140879,5343699
485,414,1688140880,8153314
165,23,1688140881,4710879
831,598,1688140882,7926767
155,471,1688140883,3906492
291,757,1688140884,4534150
27,876,1688140885,7142314
494,162,1688140886,6686321
237,172,1688140887,2741888
316,650,1688140888,1122019
944,1009,1688140889,2765317
541,721,1688140890,1179001
670,299,1688140891,9202637
821,25,1688140892,4245988
942,413,1688140893,4127022
149,473,1688140894,9982339
399,1014,1688140895,8045927
172,266,1688140896,3416826
273,506,1688140897,8780047
612,589,1688140898,5290447
486,583,1688140899,1144771
2,2,1688140800,7248031
198,539,1688140901,6214636
611,826,1688140902,6749593
1011,889,1688140903,2008923
910,604,1688140904,2820908
764,650,1688140905,9499970
413,102,1688140906,4916533
852,614,1688140907,6533831
204,21,1688140908,5370602
210,135,1688140909,3680990
720,980,1688140910,5667592
889,659,1688140911,3362854
506,277,1688140912,8284268
793,620,1688140913,3409409
618,1006,1688140914,4050999
961,497,1688140915,4051622
50,941,1688140916,1775292
338,311,1688140917,4927352
583,664,1688140918,3333647
575,216,1688140919,4723234
633,4,1688140920,7572829
569,89,1688140921,1189073
459,967,1688140922,1359281
354,511,1688140923,8115972
849,135,1688140924,5414011
478,682,1688140925,2085610
343,996,1688140926,9181932
767,232,1688140927,8752342
921,631,1688140928,4858884
403,40,1688140929,2059165
472,465,1688140930,6300101
100,308,1688140931,8595959
413,145,1688140932,4933817
789,1014,1688140933,7932973
302,894,1688140934,1576515
327,493,1688140935,5287382
746,214,1688140936,3050053
539,671,1688140937,6021983
240,780,1688140938,1759401
883,32,1688140939,2985681
162,544,1688140940,3561913
709,370,1688140941,5067784
398,371,1688140942,2549317
82,226,1688140943,5262511
245,845,1688140944,7625655
137,327,1688140945,1888698
466,563,1688140946,4486142
341,206,1688140947,2559657
982,969,1688140948,9196906
848,249,1688140949,8697808
681,715,1688140950,6938271
109,320,1688140951,4880323
136,54,1688140952,1545726
874,632,1688140953,3680259
715,312,1688140954,8766824
843,553,1688140955,9830852
250,628,1688140956,8399839
704,906,1688140957,1490999
703,624,1688140958,4189189
837,871,1688140959,7200853
708,499,1688140960,8622611
25,486,1688140961,9796015
699,962,1688140962,2303306
818,350,1688140963,6489612
196,253,1688140964,9809210
423,548,1688140965,7567304
862,580,1688140966,9445243
89,434,1688140967,3343136
98,730,1688140968,6568017
274,1008,1688140969,5422888
411,486,1688140970,7424342
476,226,1688140971,8128146
76,67,1688140972,2720444
751,719,1688140973,1085166
1023,125,1688140974,9074308
871,371,1688140975,4443571
1003,833,1688140976,1297883
116,734,1688140977,7850529
215,207,1688140978,1756079
799,635,1688140979,4633646
551,706,1688140980,2443401
305,450,1688140981,7770153
205,222,1688140982,4011165
657,834,1688140983,2186430
249,921,1688140984,5155304
422,550,1688140985,7915096
318,905,1688140986,7710605
996,259,1688140987,4809395
823,227,1688140988,3659786
671,864,1688140989,2160714
611,52,1688140990,9701524
548,986,1688140991,9737452
424,584,1688140992,5322751
824,849,1688140993,6248575
775,78,1688140994,2612033
578,174,1688140995,3931531
986,574,1688140996,4324024
574,438,1688140997,8123753
296,357,1688140998,5875217
71,982,1688140999,2414474
2,2,1688140800,7248031
899,757,1688141001,9741647
801,502,1688141002,9050418
828,13,1688141003,6620724
179,790,1688141004,3957498
907,983,1688141005,6244761
463,521,1688141006,7199951
251,246,1688141007,2569720
516,539,1688141008,6181930
751,903,1688141009,8496110
200,194,1688141010,8643374
754,229,1688141011,6134639
884,588,1688141012,4571387
956,941,1688141013,5914150
919,28,1688141014,6282433
165,688,1688141015,8738170
768,416,1688141016,1909210
553,39,1688141017,9421374
206,391,1688141018,7240327
329,544,1688141019,9158470
509,326,1688141020,7289270
913,713,1688141021,2460235
520,263,1688141022,2458316
320,157,1688141023,2427197
707,875,1688141024,5128784
54,652,1688141025,8139580
355,866,1688141026,5932048
796,617,1688141027,7768419
864,750,1688141028,4861460
254,842,1688141029,8102983
753,379,1688141030,4053380
681,180,1688141031,1311385
375,808,1688141032,7918863
885,664,1688141033,8916323
647,752,1688141034,4607323
347,44,1688141035,7514524
586,482,1688141036,7257838
748,807,1688141037,7415261
681,901,1688141038,1809359
344,824,1688141039,3201580
730,790,1688141040,2494139
122,884,1688141041,6473660
234,997,1688141042,4009828
589,412,1688141043,5152092
181,291,1688141044,1069518
442,710,1688141045,1176355
543,715,1688141046,9508851
388,679,1688141047,6201682
482,967,1688141048,7042060
293,558,1688141049,8230057
656,454,1688141050,7687764
908,925,1688141051,4199039
235,29,1688141052,3776374
858,710,1688141053,7683635
52,871,1688141054,3318620
132,421,1688141055,4487379
875,373,1688141056,8300259
59,263,1688141057,7295425
476,269,1688141058,3429151
348,501,1688141059,1041743
795,35,1688141060,9559556
462,357,1688141061,6521452
545,509,1688141062,7850322
364,362,1688141063,8950806
123,516,1688141064,9890401
160,538,1688141065,9714892
906,793,1688141066,2830314
261,67,1688141067,4777341
94,557,1688141068,9657116
102,1003,1688141069,5585315
346,509,1688141070,6898931
444,304,1688141071,5976563
9,472,1688141072,2770403
198,872,1688141073,5371272
660,89,1688141074,8568370
571,517,1688141075,5929426
448,218,1688141076,1506995
441,735,1688141077,3185454
793,621,1688141078,7262094
321,384,1688141079,8928248
628,600,1688141080,3072723
141,546,1688141081,6227528
579,63,1688141082,1565635
852,807,1688141083,1527409
525,401,1688141084,1287635
562,747,1688141085,1583510
245,621,1688141086,5722340
667,13,1688141087,5778972
263,500,1688141088,7335787
643,886,1688141089,2693481
498,500,1688141090,4061342
554,732,1688141091,1600198
547,247,1688141092,1397891
576,81,1688141093,4081362
807,689,1688141094,5694505
548,785,1688141095,4647965
985,461,1688141096,2041566
189,893,1688141097,6081502
288,80,1688141098,2619282
376,269,1688141099,4434078
2,2,1688140800,7248031
770,927,1688141101,4297466
774,758,1688141102,5441971
529,935,1688141103,5850825
81,898,1688141104,8323777
651,330,1688141105,7805697
915,862,1688141106,6595095
373,911,1688141107,8438096
798,884,1688141108,4053407
756,637,1688141109,2417231
15,937,1688141110,1407974
490,80,1688141111,4604724
331,624,1688141112,7818922
810,958,1688141113,7847575
898,466,1688141114,2151882
767,759,1688141115,7456182
126,584,1688141116,9118612
996,449,1688141117,7999366
242,795,1688141118,3471321
369,170,1688141119,1700270
689,158,1688141120,9479025
909,20,1688141121,5622942
935,196,1688141122,1192458
849,882,1688141123,5718912
971,960,1688141124,4896937
568,885,1688141125,6497963
439,933,1688141126,5102553
861,66,1688141127,9434858
445,761,1688141128,1475147
7,898,1688141129,4017193
454,910,1688141130,3112368
480,62,1688141131,7818753
380,223,1688141132,1876336
353,190,1688141133,7436737
876,981,1688141134,5898107
395,326,1688141135,6782197
954,496,1688141136,5071867
561,305,1688141137,8110953
876,910,1688141138,2418060
535,575,1688141139,5228087
855,872,1688141140,5228456
779,348,1688141141,5639022
386,962,1688141142,6796260
603,170,1688141143,9537333
627,588,1688141144,9879823
877,901,1688141145,6997804
771,339,1688141146,3268693
